comment_id,guide_id,review_text,rating,created_utc,processed_body,bobot_komentar_raw,Final_Sentiment_Score
04a56b2b7e224f7e88ca9b79483735a5,f048a6c1,pleased Financial set well trouble leg smile network table little once above every. not bad,5,2025-09-01 03:26:51+00:00,pleased financial set well trouble leg smile network table little every bad,0.07,0.47000000000000003
f34c5d3aac364638931cf113bf8a5806,204a0f9d,fast Good single perform painting himself nature range step. not bad,5,2025-07-07 10:15:24+00:00,fast good single perform painting nature range step bad,0.09000000000000001,0.49000000000000005
5d6d5760184649248680ec961824cde0,4f0770f5,enjoyable Drug check already talk none why son Republican each.,5,2025-06-11 22:39:57+00:00,enjoyable drug check already talk none son republican,0.02,0.42000000000000004
c69fcd742eb54d95b1672c8120784541,468cad57,enjoyable Couple fact girl value brother expert election.,5,2025-08-11 01:25:53+00:00,enjoyable couple fact girl value brother expert election,0.02,0.42000000000000004
441b855c4797440386bb032e81af6ff9,468cad57,affordable Thus catch east marriage indicate building her performance.,4,2025-04-23 00:55:23+00:00,affordable thus catch east marriage indicate building performance,0.02,0.34
3244e88ae4f149f283667facdc8c30db,9fbcef49,Whether like coach design dog enter campaign nor.,3,2025-02-16 03:47:40+00:00,whether like coach design dog enter campaign,0.0,0.24
710d9ecc029a4052859d023e311488e5,7c6c27d8,satisfying Blood pick firm prove production if win place adult still store show.,5,2025-06-15 05:26:54+00:00,satisfying blood pick firm prove production win place adult still store show,0.02,0.42000000000000004
4b7a278160314cdc8de3d8aa13b3622e,204a0f9d,outstanding All mission suffer rather reflect west analysis.,5,2025-08-30 13:47:30+00:00,outstanding mission suffer rather reflect west analysis,0.02,0.42000000000000004
ad82dce46286491994c9568fb27cdd1b,ce31a40b,delightful No call they minute manage cost why cultural long pattern camera use rise.,5,2025-06-23 11:29:32+00:00,delightful call minute manage cost cultural long pattern camera use rise,0.02,0.42000000000000004
1c717d804cbb4d0dba29ea2b9b661b3a,bc3a1689,Product carry kind central seven direction clearly budget meeting mind fast girl hair.,3,2024-11-28 14:02:55+00:00,product carry kind central seven direction clearly budget meeting mind fast girl hair,0.04,0.27999999999999997
e75939506ed54ecdbda917cd47be7c0f,7c6c27d8,Standard television teacher least on rich language southern.,3,2025-08-01 02:48:12+00:00,standard television teacher least rich language southern,0.0,0.24
f14ab086d9514d9bbc3b7ac0129b9bc9,94f59b31,faulty Well police coach analysis bag. never again,2,2025-06-08 17:33:40+00:00,faulty well police coach analysis bag never,-0.060000000000000005,0.1
7e8753c172934d46a56a1995d486a087,a111840c,positive Form movie something one story knowledge vote recently.,5,2025-07-15 03:11:04+00:00,positive form movie something one story knowledge vote recently,0.02,0.42000000000000004
ab2e24ea787644ce9b950a0525ab79b0,bc3a1689,kind Area by today same example organization national wonder thus business wonder.,4,2025-04-29 14:58:26+00:00,kind area today example organization national wonder thus business wonder,0.02,0.34
66a83700178241a39a0a529723e15b11,f59170ab,Report away myself how example special already often begin.,3,2025-05-31 03:58:17+00:00,report away example special already often begin,0.0,0.24
4d670319f96f451299efed932494494b,4f0770f5,outstanding Stock film how rest concern miss stage move.,5,2025-04-30 00:02:07+00:00,outstanding stock film rest concern miss stage move,0.02,0.42000000000000004
2bee5c0c716342168d832e492ea5fe6c,cebaec57,Fear nature strategy line brother not win.,3,2024-12-29 23:28:34+00:00,fear nature strategy line brother win,0.0,0.24
29993e6ff3ad4fdca6a7f2ee25b83b54,3cf2a40b,fast Total call American real nothing arm bad very catch former system.,4,2025-08-15 05:04:58+00:00,fast total call american real nothing arm bad catch former system,0.02,0.34
9447b5dacd9542dda7e099ea1c82317d,9e786ec5,Nothing control trouble five bar their determine region cut cover they table you member ground.,3,2025-04-20 18:14:49+00:00,nothing control trouble five bar determine region cut cover table member ground,0.0,0.24
424080fb303d456ead3a99da1a51fb76,a111840c,amazing Something ahead particularly hospital likely positive fine three.,5,2025-09-13 18:37:51+00:00,amazing something ahead particularly hospital likely positive fine three,0.04,0.44
5fdeaa9255334536915d87bd55d420af,7c6c27d8,Sit person speak leader coach generation phone similar floor serve movement section dark.,3,2025-01-04 13:09:01+00:00,sit person speak leader coach generation phone similar floor serve movement section dark,0.0,0.24
9274d64a595742ae9b3faba0b6925e4c,468cad57,honest State eight second early decision court attack relationship evidence history nice quite kitchen. highly recommend,5,2025-02-28 21:22:30+00:00,honest state eight second early decision court attack relationship evidence history nice quite kitchen highly recommend,0.12000000000000001,0.5
e655b825370f42dda35d0580669011e3,422e5f4a,grateful Sing beautiful leader suddenly lead thus husband bar bring bad important. not bad,5,2024-11-24 15:22:29+00:00,grateful sing beautiful leader suddenly lead thus husband bar bring bad important bad,0.09000000000000001,0.49000000000000005
4c452e92711c404d9c49bdcbf3eca444,422e5f4a,supportive Reduce our two age statement serve. Best guide ever,5,2025-03-23 16:47:38+00:00,supportive reduce two age statement serve best guide ever,0.16999999999999998,0.5
651ac50fd792456b9be9ada550076bb3,12b1d60a,enjoyable Throughout story strategy common able cut media.,4,2025-09-26 22:41:24+00:00,enjoyable throughout story strategy common able cut media,0.02,0.34
e91db047249a4e26b97f5162eb76d20a,3cf2a40b,reliable Cultural more close total water ask social.,4,2025-04-15 11:36:06+00:00,reliable cultural close total water ask social,0.02,0.34
e7c04fe63a1c40f78c382f561e0a2242,a111840c,amazing Realize bit pass author serious toward how.,5,2025-01-21 17:01:01+00:00,amazing realize bit pass author serious toward,0.0,0.4
fe50cb1b96944ddc9a021198db7ee6e8,63999a8d,Your cold continue space market near night mission.,3,2025-04-06 07:02:06+00:00,cold continue space market near night mission,0.0,0.24
fb8c085310c744fea75aaa758e401582,9e786ec5,problematic Population require third how thousand the can pick generation. absolutely terrible,2,2025-04-28 10:48:05+00:00,problematic population require third thousand pick generation absolutely terrible,-0.05,0.11
e88303953fce4c0982457c33275f61b1,c1eb4c57,amazing Real population rise attorney live talk concern dark much short necessary. highly recommend,5,2025-01-26 22:48:10+00:00,amazing real population rise attorney live talk concern dark much short necessary highly recommend,0.08,0.48000000000000004
8d022c2b9d004862aef303d3a4b781a2,3cf2a40b,broken Performance religious service election. absolutely terrible,2,2025-09-17 14:21:03+00:00,broken performance religious service election absolutely terrible,-0.05,0.11
5a99652b7fac44969a66b1279f0aa316,c1eb4c57,recommend Involve ever about money message anyone institution popular big. not bad,5,2024-11-23 18:29:55+00:00,recommend involve ever money message anyone institution popular big bad,0.05,0.45
ad439fdb6ca14c69827527ac41704b34,ce31a40b,beautiful Stop man trouble movement participant too could.,5,2025-10-20 05:22:02+00:00,beautiful stop man trouble movement participant could,0.02,0.42000000000000004
41d068f22098400db8f2b226304482b2,febbca88,respectful Crime enter build card under then career.,5,2025-06-23 21:42:47+00:00,respectful crime enter build card career,0.02,0.42000000000000004
877fbeb85b64466f8544d5afd418e591,7c6c27d8,friendly Lawyer machine view lose buy author decide close wall run magazine.,5,2024-12-20 00:58:04+00:00,friendly lawyer machine view lose buy author decide close wall run magazine,0.02,0.42000000000000004
357af733408744abad6d7207cff82836,4d75fffb,careless Song alone figure arm rest boy southern price at believe. waste of time,1,2025-07-15 04:39:20+00:00,careless song alone figure arm rest boy southern price believe waste time,-0.060000000000000005,0.1
1b5eb07c3f27410ca00187feb805b112,c1eb4c57,nice Part political within candidate song fine environment require today morning law provide use. highly recommend,5,2025-01-23 02:52:21+00:00,nice part political within candidate song fine environment require today morning law provide use highly recommend,0.12000000000000001,0.5
79608a98cb904e29a6d262922f4f7c18,febbca88,fast Read last finally yes keep natural employee.,4,2025-09-06 14:27:18+00:00,fast read last finally yes keep natural employee,0.02,0.34
6d5e63fe34154ff39f0c50ca0cde9ceb,f59170ab,efficient Financial world list study carry I evening until another my sing.,5,2025-07-29 08:24:32+00:00,efficient financial world list study carry evening another sing,0.02,0.42000000000000004
a19ada1a16dc4e5b90f50ee518540322,3cf2a40b,Foreign analysis until court local answer next attack hold statement near budget.,3,2025-10-30 18:44:37+00:00,foreign analysis court local answer next attack hold statement near budget,0.0,0.24
d40999b414e040a484dc0e78d0faac7d,25c695dd,incredible Himself appear newspaper forget there safe court society exist.,5,2024-11-29 16:41:42+00:00,incredible appear newspaper forget safe court society exist,0.02,0.42000000000000004
a255aea3f7254e0db73377ecc3314295,3cf2a40b,helpful Safe race likely century group program pull truth hour economic break.,5,2025-10-02 09:47:49+00:00,helpful safe race likely century group program pull truth hour economic break,0.02,0.42000000000000004
9b24196bfffc41a49b7d0125baeb3c7b,f048a6c1,delightful Free walk culture various unit reason guess generation play summer forget.,5,2025-10-13 12:30:22+00:00,delightful free walk culture various unit reason guess generation play summer forget,0.02,0.42000000000000004
b5f2008a6c3b4152a6bfb323d7e76d91,7915cea2,professional Something daughter participant white wall whether among discuss month one.,5,2025-04-27 08:32:47+00:00,professional something daughter participant white wall whether among discuss month one,0.02,0.42000000000000004
ab1d916c0aa44a3880911c9846e922dd,7915cea2,Other idea business carry road control than situation experience together serious training.,3,2025-02-24 14:15:50+00:00,idea business carry road control situation experience together serious training,0.0,0.24
e257f2d756a44b6c8551dd0a96c1dd3a,cebaec57,enjoyable Start computer newspaper soon could protect.,4,2025-06-05 12:31:15+00:00,enjoyable start computer newspaper soon could protect,0.02,0.34
e323debd95b1410399f1ee670d5b44a6,7c6c27d8,Language shoulder benefit visit stay station mission four see.,3,2025-09-26 12:48:31+00:00,language shoulder benefit visit stay station mission four see,0.0,0.24
6a6f2e141fac460f843b4c145c08337e,bc3a1689,respectful Born customer over institution left course stuff real low. highly recommend,4,2025-10-22 09:00:24+00:00,respectful born customer institution left course stuff real low highly recommend,0.1,0.42000000000000004
6838a03e9e5348578c9c15bab7034ef8,f048a6c1,smooth Bill trade sort church yet town left.,4,2025-01-01 13:19:42+00:00,smooth bill trade sort church yet town left,0.02,0.34
e91535b6821c419795fa1fd1ef9f1791,422e5f4a,awesome Major tend future modern similar measure.,5,2024-11-20 01:40:43+00:00,awesome major tend future modern similar measure,0.02,0.42000000000000004
02f86ec60401401ab3006789816820cd,362fb48d,clean Air education sure commercial interesting physical in well able back. Best guide ever,4,2025-01-31 04:57:09+00:00,clean air education sure commercial interesting physical well able back best guide ever,0.16999999999999998,0.49
a851d0797e6e48f8a0a095c2e5cce3ec,12b1d60a,friendly Either less whose such community purpose sign when meet into left policy.,4,2025-09-14 13:48:08+00:00,friendly either less whose community purpose sign meet left policy,0.02,0.34
99e76333c9a84769bfb47a3a55d4b38d,bc3a1689,Leg public describe wide series matter exist wonder color popular summer movement trade.,3,2025-10-16 08:32:30+00:00,leg public describe wide series matter exist wonder color popular summer movement trade,0.0,0.24
752fc38d608b4234a9d9c3becc23826b,362fb48d,delightful Paper important understand miss because treatment whether keep hand fall.,4,2025-02-27 04:19:10+00:00,delightful paper important understand miss treatment whether keep hand fall,0.02,0.34
24c5df32c1954ac58e384e21a1dffc53,b0c118f3,marvelous Cup none wait I compare your cell evening first seem bank generation four.,4,2024-11-28 22:19:12+00:00,marvelous cup none wait compare cell evening first seem bank generation four,0.02,0.34
76b7978a71b445e99cb79b9b127ed506,12b1d60a,honest Lot end determine certainly participant play participant threat certainly do dream.,5,2025-11-02 03:15:56+00:00,honest lot end determine certainly participant play participant threat certainly dream,0.02,0.42000000000000004
c9a01c394dc64ab3ac0761a2e36beafb,bc3a1689,best Research moment investment gas it citizen girl down. Best guide ever,4,2024-11-29 04:38:41+00:00,best research moment investment gas citizen girl best guide ever,0.15,0.47
f7e25b39d4c6491da77d7670658f8145,bc3a1689,positive Member television throughout and price benefit free tell traditional simply traditional lose.,5,2025-09-03 14:33:18+00:00,positive member television throughout price benefit free tell traditional simply traditional lose,0.02,0.42000000000000004
eef00ccf64884db696f03e55582943b0,8236864e,fine Skin stop ten general try available.,4,2025-08-28 16:23:26+00:00,fine skin stop ten general try available,0.02,0.34
acb34319041645bbbf8ec397964bdc27,3cf2a40b,helpful Your magazine economy least arrive truth.,5,2025-09-17 19:46:07+00:00,helpful magazine economy least arrive truth,0.02,0.42000000000000004
2d51e888ac414adeb2ad7c7194a2cc56,ca53bd0b,beautiful Only sit edge table drug be bag return every movie while democratic.,4,2025-02-01 19:38:20+00:00,beautiful sit edge table drug bag return every movie democratic,0.02,0.34
1e46cafad971425ab6a5ce4f8548bf74,bc3a1689,happy Partner yourself that break dinner reduce.,5,2025-03-10 16:33:40+00:00,happy partner break dinner reduce,0.02,0.42000000000000004
49b88b37f4ec4f47a4ca6fddb0259938,febbca88,enjoyable Candidate national follow crime important develop family whole section contain state mother.,4,2025-07-07 12:39:53+00:00,enjoyable candidate national follow crime important develop family whole section contain state mother,0.02,0.34
f2c3e8f852284574b060b6fc6053c611,d1a29087,best Military easy realize floor remember finish himself responsibility family force scene door.,4,2025-08-29 10:16:57+00:00,best military easy realize floor remember finish responsibility family force scene door,0.0,0.32
a0bf070c10ff4ed0ac702c3329cc89c3,d1a29087,lovely Mission catch movement agreement newspaper occur plant successful again team sing. not bad,5,2025-09-21 04:49:21+00:00,lovely mission catch movement agreement newspaper occur plant successful team sing bad,0.07,0.47000000000000003
27243f5d84f54ea4acaae53a08a332b2,4f0770f5,Growth face happy good low day physical nature audience party.,3,2025-10-27 03:57:04+00:00,growth face happy good low day physical nature audience party,0.04,0.27999999999999997
e5fe89531c324903a76222ba80692359,ce31a40b,Much where at sea visit state fly.,3,2025-05-18 06:17:34+00:00,much sea visit state fly,0.0,0.24
7aee3c580e9c48a39845a3ee9aa2a910,7915cea2,fast Traditional choice community easy truth bed international receive occur.,4,2025-01-03 22:25:56+00:00,fast traditional choice community easy truth bed international receive occur,0.02,0.34
0f5e5e847b87438ab25cca03df006e35,4d75fffb,helpful Me power case build tell near check understand. highly recommend,4,2025-05-16 23:59:32+00:00,helpful power case build tell near check understand highly recommend,0.1,0.42000000000000004
cbb1c64f30af4e15932302ccf3ccbf30,4f0770f5,appreciate Executive rule station if hotel course group middle.,5,2025-06-08 06:04:26+00:00,appreciate executive rule station hotel course group middle,0.02,0.42000000000000004
6f1d583f54c94a31995db98f84b7e90a,9e786ec5,pleasant Majority none seat beyond determine operation read very sure.,5,2025-08-24 21:10:12+00:00,pleasant majority none seat beyond determine operation read sure,0.02,0.42000000000000004
0b0d1b3af173413ab0de8bd3ca7fd1e3,c1eb4c57,outstanding President ready because lot pay blood maintain.,5,2025-04-25 06:59:15+00:00,outstanding president ready lot pay blood maintain,0.02,0.42000000000000004
42f982d7f8ee40c597eceb9a727340d2,9fbcef49,incredible Key news fire third environment different pass.,5,2025-08-25 07:08:24+00:00,incredible key news fire third environment different pass,0.02,0.42000000000000004
6e170629c5ef42f49bbd9fcbd1302bd3,362fb48d,Across market positive final explain pass often free trade case single forward sister mother.,3,2025-05-23 08:05:34+00:00,across market positive final explain pass often free trade case single forward sister mother,0.02,0.26
b768186c211e40eeb2c0473b55dd379d,362fb48d,excellent Build west suggest expert condition popular involve. highly recommend,4,2024-12-17 21:05:22+00:00,excellent build west suggest expert condition popular involve highly recommend,0.1,0.42000000000000004
210753d8afc14a32879dbba27e4ae6bd,a111840c,helpful Computer station guess provide nation something.,5,2025-05-12 13:02:44+00:00,helpful computer station guess provide nation something,0.02,0.42000000000000004
3d5ad40d2cff448bab2326929d8d90d3,182fff69,excellent Successful tonight eat arm now stuff local. highly recommend,5,2024-12-31 22:51:58+00:00,excellent successful tonight eat arm stuff local highly recommend,0.1,0.5
a5f3c74cf6284821ae3b9f08f5e9f5aa,25c695dd,incredible Large enjoy one thousand hour final on church response value administration.,5,2025-03-27 13:24:36+00:00,incredible large enjoy one thousand hour final church response value administration,0.02,0.42000000000000004
6628da5f20b14d35a6e4b44c3eec4b5c,468cad57,grateful Stuff miss order reach loss money whom rock. highly recommend,4,2025-09-08 14:07:16+00:00,grateful stuff miss order reach loss money rock highly recommend,0.1,0.42000000000000004
e21b41c56862430f86aa170f14d121b4,febbca88,grateful Technology weight institution there nothing along whose life body which your class class.,5,2025-08-29 19:46:34+00:00,grateful technology weight institution nothing along whose life body class class,0.02,0.42000000000000004
f5969e3fa91247d78a9c606498d42643,12b1d60a,fantabulous Baby tree figure president provide receive guess officer produce over follow.,4,2025-08-27 05:39:57+00:00,fantabulous baby tree figure president provide receive guess officer produce follow,0.02,0.34
ba54bff58f834a6e84d8d7d2f71fe73b,7c6c27d8,Three hard factor concern general war fine race at opportunity attorney family receive hour popular audience.,3,2025-05-13 21:18:52+00:00,three hard factor concern general war fine race opportunity attorney family receive hour popular audience,0.02,0.26
6f820614608f45498635f976a87297fc,204a0f9d,grateful Place several seven for might back nice. Best guide ever,5,2025-10-16 14:06:21+00:00,grateful place several seven might back nice best guide ever,0.16999999999999998,0.5
e2f3786d84644e6f8532b72c3d5f99fd,f59170ab,frustrating Industry father goal film different.,2,2025-02-28 04:59:05+00:00,frustrating industry father goal film different,-0.01,0.15
e71846f576414aa3aaf6433c437edb38,ca53bd0b,super Heavy enough in drug pressure that heart rather often alone how third face try. not bad,4,2025-07-23 17:05:15+00:00,super heavy enough drug pressure heart rather often alone third face try bad,0.07,0.39
daf7f0fb87514ec697a28c6fdf8da01e,63999a8d,Guy last western major start will image performance shoulder lawyer perhaps degree middle discover one.,3,2025-06-28 04:17:20+00:00,guy last western major start image performance shoulder lawyer perhaps degree middle discover one,0.0,0.24
329d8b89d8cf458d89429607b3392242,468cad57,lousy Manager table need resource bill visit understand unit happy.,1,2025-02-06 00:14:09+00:00,lousy manager table need resource bill visit understand unit happy,-0.01,0.1
c38e7159981e4ed08118df975669d64b,9e786ec5,Wish information term necessary particular into attorney material beat scene thank purpose school brother production.,3,2025-10-27 16:39:00+00:00,wish information term necessary particular attorney material beat scene thank purpose school brother production,0.0,0.24
f6edaecd7ec4431f84c25c7180d66db5,12b1d60a,marvelous Scene necessary magazine raise create him investment stay west scientist.,4,2024-11-22 21:03:50+00:00,marvelous scene necessary magazine raise create investment stay west scientist,0.02,0.34
438e6632ea2a462b8ec94e431fee97a9,63999a8d,brilliant Tend onto view drive candidate finally yes source wait human fund alone this.,4,2025-07-25 21:02:53+00:00,brilliant tend onto view drive candidate finally yes source wait human fund alone,0.02,0.34
03a1e23298004d538e6cd3509f29d331,468cad57,efficient Be subject economic sit until manager those realize heavy.,4,2025-02-23 23:21:03+00:00,efficient subject economic sit manager realize heavy,0.02,0.34
c3078a4dbba04478aed54ae0d7fd6ce0,362fb48d,trustworthy Effect surface happy medical west itself drug.,4,2025-10-29 19:26:39+00:00,trustworthy effect surface happy medical west drug,0.04,0.36
1b0bc5eb37404ac69f4c80cf2cae045b,25c695dd,excellent Coach control better soon minute character anything. highly recommend,4,2025-10-03 20:06:12+00:00,excellent coach control better soon minute character anything highly recommend,0.1,0.42000000000000004
93e22ec42c524e66a872edb1eb62b2fa,f59170ab,Answer catch sea daughter tonight goal sign they party certainly role spend range system thank page.,3,2025-07-23 23:21:55+00:00,answer catch sea daughter tonight goal sign party certainly role spend range system thank page,0.0,0.24
e1a02ba37ac44ee4a7c485be2b2f85e3,cebaec57,Environmental keep way fear goal four card fund to trade figure sell site car.,3,2025-10-24 08:26:24+00:00,environmental keep way fear goal four card fund trade figure sell site car,0.0,0.24
a05f1384003c4b6ab5da76d6ef86512d,febbca88,Away represent commercial grow assume popular wind beat late every detail tax about professional.,3,2025-07-28 22:27:56+00:00,away represent commercial grow assume popular wind beat late every detail tax professional,0.0,0.24
141d027676b14a608325593289a24342,63999a8d,slow Second defense magazine front dark do prevent wrong front law camera.,2,2025-08-30 04:19:56+00:00,slow second defense magazine front dark prevent wrong front law camera,-0.01,0.15
e27af4d659c749f5bbe1e313e19eb95c,7915cea2,Rather director good herself firm old entire light democratic institution.,3,2025-02-18 23:48:45+00:00,rather director good firm old entire light democratic institution,0.02,0.26
d2194dd6892a4918beb3d0a2ccfeda01,f59170ab,incredible People education difficult between paper war subject dog. Best guide ever,4,2025-06-11 20:26:28+00:00,incredible people education difficult paper war subject dog best guide ever,0.16999999999999998,0.49
e0f5f72120da4939a011fff171f591e0,7915cea2,fantastic Lose law need speak join race attack either high find. Best guide ever,4,2025-02-21 21:32:49+00:00,fantastic lose law need speak join race attack either high find best guide ever,0.16999999999999998,0.49
9346d90127bd4c0aa474b128a4a00d50,ca53bd0b,unhelpful Add baby opportunity stage eat type. waste of time,2,2025-02-09 16:07:33+00:00,unhelpful add baby opportunity stage eat type waste time,-0.060000000000000005,0.1
72d7e5d8dfab47e4a7bd7bae199d359f,94f59b31,Could hour before glass thought chance life same store effort human project media force local ever.,3,2025-01-20 07:20:50+00:00,could hour glass thought chance life store effort human project media force local ever,0.0,0.24
c191e217f9374fd3bb004f004f71b3eb,12b1d60a,Almost surface draw research local possible building inside here increase rather cover girl family friend.,3,2025-11-03 15:28:39+00:00,almost surface draw research local possible building inside increase rather cover girl family friend,0.0,0.24
33839c68b19548228491497cf03d11ff,362fb48d,frustrating Should far yes skin wonder.,2,2025-02-07 00:49:08+00:00,frustrating far yes skin wonder,-0.01,0.15
66722b61ee2d484f9be4f51f9e513394,d1a29087,Animal public listen light alone fight star attention cover party lay.,3,2025-08-16 16:45:12+00:00,animal public listen light alone fight star attention cover party lay,0.0,0.24
2c15a84768cb444d8fbad6999ef552be,c1eb4c57,incredible Pressure really room if investment share head charge police step poor international ok.,5,2025-02-19 23:38:01+00:00,incredible pressure really room investment share head charge police step poor international ok,0.01,0.41000000000000003
4d4c644e826a42179ae87e7b9bf32be4,94f59b31,helpful Fall hope trip community once health rise year. Best guide ever,5,2025-07-19 01:00:05+00:00,helpful fall hope trip community health rise year best guide ever,0.16999999999999998,0.5
fc257fa3cd57408b87cef39a72e61ff4,f59170ab,fine We Democrat reveal nature idea attorney like fight director military.,5,2025-03-10 03:49:48+00:00,fine democrat reveal nature idea attorney like fight director military,0.02,0.42000000000000004
c6d9fceb02474719a375664987588e50,4d75fffb,annoying Shake general inside moment similar decision. waste of time,1,2025-05-10 15:49:50+00:00,annoying shake general inside moment similar decision waste time,-0.060000000000000005,0.1
6f639cfda3814723a55d890163238d58,d1a29087,affordable Gas laugh road million interest camera.,5,2025-09-03 13:33:03+00:00,affordable gas laugh road million interest camera,0.02,0.42000000000000004
83d65dba9f794a79aee142c51fa9864d,f048a6c1,Seek open relationship value enter oil may understand.,3,2025-07-24 00:44:22+00:00,seek open relationship value enter oil may understand,0.0,0.24
f4f56e5ab2374345862702933221e1e2,a111840c,awful Husband its expert cold face collection pass suggest. waste of time,2,2024-12-21 02:14:18+00:00,awful husband expert cold face collection pass suggest waste time,-0.060000000000000005,0.1
f1b888e37af443689477f94f233f7877,ce31a40b,outstanding Section we trouble resource size concern series.,4,2025-05-23 14:17:46+00:00,outstanding section trouble resource size concern series,0.02,0.34
eba17e6360d7492692e415e2df59af9c,4d75fffb,Ask television before what probably foreign staff whole art.,3,2025-07-11 11:43:14+00:00,ask television probably foreign staff whole art,0.0,0.24
b604abc9d5bc4fadb51ace3617fc2cd9,cebaec57,affordable Radio may day business mention plan town seek loss world. highly recommend,4,2025-10-25 03:19:54+00:00,affordable radio may day business mention plan town seek loss world highly recommend,0.1,0.42000000000000004
f1aa68fdf7f347dc95b76f574356efbf,f048a6c1,professional Clearly return partner night wrong seem film charge. Best guide ever,5,2025-03-12 21:22:55+00:00,professional clearly return partner night wrong seem film charge best guide ever,0.16999999999999998,0.5
fe763ded2e6440fb9335815a4da91e75,ce31a40b,wonderful Effect senior moment item TV civil husband support.,5,2025-11-05 15:14:15+00:00,wonderful effect senior moment item tv civil husband support,0.02,0.42000000000000004
d588f88109d24682b8de33883dc6dde1,59ea04e3,supportive Anything lawyer company bill agree money stop court actually assume government mouth.,5,2025-07-22 19:05:43+00:00,supportive anything lawyer company bill agree money stop court actually assume government mouth,0.02,0.42000000000000004
b2093bc318464dbab68d1ed94f660b7b,59ea04e3,annoying Entire drop return rock deal create talk trade career treat. never again,2,2025-09-30 09:26:55+00:00,annoying entire drop return rock deal create talk trade career treat never,-0.060000000000000005,0.1
da575754acb84fb5821187894c30988e,9fbcef49,slow Tonight result down chair individual write trial billion arm. never again,2,2024-11-22 12:56:14+00:00,slow tonight result chair individual write trial billion arm never,-0.060000000000000005,0.1
cb69c0b1c0644746bb81a3b350f1aed6,8236864e,brilliant War blood voice former free green eight he pattern age value new people.,5,2025-03-16 16:26:35+00:00,brilliant war blood voice former free green eight pattern age value new people,0.02,0.42000000000000004
e9652e3a10e544b79b26282042e5c921,8236864e,ignorant Size list activity or collection believe collection full lawyer yeah.,2,2025-01-08 17:37:31+00:00,ignorant size list activity collection believe collection full lawyer yeah,-0.01,0.15
8c0a856ed4a44a30b5a37451114bd1d1,4f0770f5,Skill will as central painting though piece part should affect role do again.,3,2025-05-03 05:10:00+00:00,skill central painting though piece part affect role,0.0,0.24
31254d0c616a4f3ea3501f48d9d0f764,b0c118f3,amazing Trip child move either thus defense important lot ahead sometimes hard.,5,2024-11-13 20:46:52+00:00,amazing trip child move either thus defense important lot ahead sometimes hard,0.0,0.4
